sales_person,country,product,date,amount,boxes_shipped
Roddy Speechley,New Zealand,Almond Choco,2022-03-28,2723.0,67
Marney O'Breen,Usa,99% Dark & Pure,2022-03-28,4151.0,296
Barr Faughny,New Zealand,Eclairs,2022-03-28,6713.0,31
Barr Faughny,Usa,Caramel Stuffed Bars,2022-03-29,3318.0,299
Barr Faughny,Canada,White Choc,2022-03-29,4291.0,1
Kaine Padly,Canada,Organic Choco Syrup,2022-03-29,5684.0,81
Marney O'Breen,Uk,Drinking Coco,2022-03-29,973.0,28
Gigi Bohling,Uk,After Nines,2022-03-29,8029.0,175
Madelene Upcott,New Zealand,Milk Bars,2022-03-29,12558.0,403
Karlen Mccaffrey,India,85% Dark Bars,2022-03-30,945.0,83
Andria Kimpton,Australia,Manuka Honey Choco,2022-03-30,9744.0,377
Gigi Bohling,Australia,Raspberry Choco,2022-03-30,6524.0,303
Kaine Padly,Uk,Organic Choco Syrup,2022-03-31,2282.0,178
Dennison Crosswaite,Australia,50% Dark Bites,2022-04-01,7287.0,12
Roddy Speechley,New Zealand,Orange Choco,2022-04-01,49.0,97
Jan Morforth,Canada,Mint Chip Choco,2022-04-01,1064.0,211
Roddy Speechley,Uk,Baker'S Choco Chips,2022-04-04,14028.0,351
Ches Bonnell,New Zealand,Eclairs,2022-04-04,490.0,49
Van Tuxwell,Uk,Drinking Coco,2022-04-04,5803.0,136
Husein Augar,India,Fruit & Nut Bars,2022-04-04,4340.0,226
Camilla Castle,New Zealand,Raspberry Choco,2022-04-04,4746.0,137
Curtice Advani,Canada,Fruit & Nut Bars,2022-04-04,4193.0,195
Gigi Bohling,New Zealand,Fruit & Nut Bars,2022-04-04,10976.0,121
Karlen Mccaffrey,New Zealand,Baker'S Choco Chips,2022-04-05,5012.0,189
Dennison Crosswaite,New Zealand,Mint Chip Choco,2022-04-05,6454.0,417
Gunar Cockshoot,Canada,Spicy Special Slims,2022-04-05,13405.0,12
Marney O'Breen,Australia,Manuka Honey Choco,2022-04-05,13076.0,236
Andria Kimpton,New Zealand,Almond Choco,2022-04-05,6559.0,158
Jehu Rudeforth,Canada,Manuka Honey Choco,2022-04-05,3584.0,200
Dennison Crosswaite,Australia,85% Dark Bars,2022-04-05,6881.0,420
Andria Kimpton,Usa,85% Dark Bars,2022-04-05,8911.0,82
Roddy Speechley,Canada,White Choc,2022-04-05,5887.0,268
Roddy Speechley,Usa,Smooth Sliky Salty,2022-04-05,3017.0,140
Curtice Advani,New Zealand,After Nines,2022-04-05,7959.0,30
Ches Bonnell,India,Choco Coated Almonds,2022-04-05,9625.0,78
Curtice Advani,India,Milk Bars,2022-04-05,3437.0,201
Wilone O'Kielt,Australia,Drinking Coco,2022-04-06,623.0,283
Kaine Padly,Canada,85% Dark Bars,2022-04-06,1729.0,31
Gigi Bohling,Uk,Fruit & Nut Bars,2022-04-06,1232.0,86
Karlen Mccaffrey,Uk,50% Dark Bites,2022-04-06,3647.0,310
Andria Kimpton,Canada,70% Dark Bites,2022-04-08,10262.0,15
Dennison Crosswaite,Canada,Mint Chip Choco,2022-04-08,1694.0,289
Ches Bonnell,Uk,Mint Chip Choco,2022-04-08,2688.0,209
Husein Augar,Usa,After Nines,2022-04-08,11571.0,180
Kaine Padly,Australia,After Nines,2022-04-08,6832.0,306
Oby Sorrel,Uk,Raspberry Choco,2022-04-08,4599.0,323
Madelene Upcott,Australia,Choco Coated Almonds,2022-04-08,2058.0,72
Ches Bonnell,Australia,Choco Coated Almonds,2022-04-08,1470.0,167
Kelci Walkden,New Zealand,Manuka Honey Choco,2022-04-08,1358.0,106
Kelci Walkden,Canada,Peanut Butter Cubes,2022-04-08,7532.0,44
Van Tuxwell,India,Spicy Special Slims,2022-04-11,6167.0,4
Mallorie Waber,India,Eclairs,2022-04-12,10437.0,46
Barr Faughny,Usa,Raspberry Choco,2022-04-12,9282.0,101
Gigi Bohling,Australia,Eclairs,2022-04-12,7252.0,136
Jan Morforth,Uk,Organic Choco Syrup,2022-04-12,1197.0,356
Kaine Padly,New Zealand,Smooth Sliky Salty,2022-04-12,7.0,518
Brien Boise,Uk,White Choc,2022-04-12,5299.0,167
Jan Morforth,India,Spicy Special Slims,2022-04-12,1939.0,520
Gunar Cockshoot,Uk,Eclairs,2022-04-13,3619.0,164
Gigi Bohling,India,White Choc,2022-04-13,1393.0,172
Gigi Bohling,Usa,50% Dark Bites,2022-04-13,2296.0,59
Marney O'Breen,India,Fruit & Nut Bars,2022-04-13,4753.0,151
Dotty Strutley,Australia,Choco Coated Almonds,2022-04-13,1645.0,284
Curtice Advani,Usa,After Nines,2022-04-13,14147.0,235
Mallorie Waber,New Zealand,Manuka Honey Choco,2022-04-13,9436.0,11
Brien Boise,Canada,Almond Choco,2022-04-13,4781.0,125
Van Tuxwell,India,Choco Coated Almonds,2022-04-13,5733.0,114
Ches Bonnell,India,Almond Choco,2022-04-13,11788.0,73
Kelci Walkden,New Zealand,White Choc,2022-04-13,7609.0,150
Dotty Strutley,India,Mint Chip Choco,2022-04-14,1260.0,239
Brien Boise,India,70% Dark Bites,2022-04-14,4641.0,413
Oby Sorrel,India,Raspberry Choco,2022-04-14,6832.0,46
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2022-04-14,2030.0,11
Brien Boise,Usa,70% Dark Bites,2022-04-14,1694.0,21
Jehu Rudeforth,New Zealand,After Nines,2022-04-14,1512.0,73
Roddy Speechley,New Zealand,85% Dark Bars,2022-04-14,4844.0,275
Jehu Rudeforth,Uk,70% Dark Bites,2022-04-14,5565.0,258
Jehu Rudeforth,India,Peanut Butter Cubes,2022-04-14,28.0,446
Barr Faughny,Usa,50% Dark Bites,2022-04-14,13034.0,117
Dotty Strutley,Usa,Caramel Stuffed Bars,2022-04-15,16982.0,76
Karlen Mccaffrey,Usa,Raspberry Choco,2022-04-15,14749.0,354
Kelci Walkden,India,Milk Bars,2022-04-15,966.0,107
Beverie Moffet,India,Milk Bars,2022-04-15,1869.0,323
Oby Sorrel,Uk,Orange Choco,2022-04-15,7315.0,237
Madelene Upcott,Uk,Caramel Stuffed Bars,2022-04-15,161.0,145
Husein Augar,Uk,Caramel Stuffed Bars,2022-04-15,14938.0,433
Madelene Upcott,Australia,Orange Choco,2022-04-15,6713.0,398
Ches Bonnell,Uk,Peanut Butter Cubes,2022-04-15,2156.0,260
Ches Bonnell,India,50% Dark Bites,2022-04-15,11298.0,313
Madelene Upcott,Australia,70% Dark Bites,2022-04-15,3710.0,260
Barr Faughny,Canada,Drinking Coco,2022-04-18,6237.0,247
Roddy Speechley,New Zealand,99% Dark & Pure,2022-04-18,7483.0,183
Wilone O'Kielt,Usa,50% Dark Bites,2022-04-18,4501.0,131
Mallorie Waber,Usa,50% Dark Bites,2022-04-19,1736.0,13
Kelci Walkden,India,Eclairs,2022-04-19,5334.0,80
Beverie Moffet,Usa,Raspberry Choco,2022-04-19,14798.0,83
Barr Faughny,New Zealand,After Nines,2022-04-19,10024.0,84
Curtice Advani,India,Smooth Sliky Salty,2022-04-19,19327.0,135
Karlen Mccaffrey,Canada,Eclairs,2022-04-20,3479.0,358
Mallorie Waber,Canada,85% Dark Bars,2022-04-20,1428.0,424
Jehu Rudeforth,New Zealand,50% Dark Bites,2022-04-20,3990.0,59
Andria Kimpton,Australia,Peanut Butter Cubes,2022-04-20,6678.0,148
Kelci Walkden,Uk,Drinking Coco,2022-04-20,1792.0,23
Dennison Crosswaite,India,Milk Bars,2022-04-21,1526.0,96
Beverie Moffet,India,Spicy Special Slims,2022-04-21,3339.0,171
Wilone O'Kielt,New Zealand,Baker'S Choco Chips,2022-04-22,3836.0,59
Dotty Strutley,Canada,Manuka Honey Choco,2022-04-22,11550.0,111
Beverie Moffet,Uk,Eclairs,2022-04-22,8463.0,155
Beverie Moffet,Australia,Fruit & Nut Bars,2022-04-22,1435.0,258
Jehu Rudeforth,Uk,Choco Coated Almonds,2022-04-22,4270.0,185
Camilla Castle,Usa,85% Dark Bars,2022-04-25,2401.0,78
Roddy Speechley,Usa,Eclairs,2022-04-25,3990.0,155
Oby Sorrel,New Zealand,Baker'S Choco Chips,2022-04-25,11823.0,47
Dotty Strutley,Usa,85% Dark Bars,2022-04-25,10220.0,508
Wilone O'Kielt,Usa,After Nines,2022-04-25,392.0,30
Mallorie Waber,Australia,Raspberry Choco,2022-04-25,8400.0,27
Andria Kimpton,Australia,Almond Choco,2022-04-25,3192.0,175
Oby Sorrel,Australia,Spicy Special Slims,2022-04-26,11389.0,26
Barr Faughny,New Zealand,Fruit & Nut Bars,2022-04-26,1687.0,147
Madelene Upcott,Canada,Milk Bars,2022-04-26,3612.0,82
Dennison Crosswaite,Uk,Smooth Sliky Salty,2022-04-26,546.0,142
Jan Morforth,Australia,Peanut Butter Cubes,2022-04-27,12726.0,342
Rafaelita Blaksland,Uk,Eclairs,2022-04-27,1379.0,70
Ches Bonnell,Uk,Orange Choco,2022-04-27,14238.0,54
Oby Sorrel,Canada,Orange Choco,2022-04-27,8757.0,338
Husein Augar,Usa,Fruit & Nut Bars,2022-04-28,1288.0,27
Kelci Walkden,Australia,Orange Choco,2022-04-29,11116.0,432
Camilla Castle,Australia,70% Dark Bites,2022-04-29,6048.0,477
Kelci Walkden,Usa,Spicy Special Slims,2022-04-29,77.0,69
Brien Boise,India,Eclairs,2022-04-29,1351.0,61
Husein Augar,Uk,Baker'S Choco Chips,2022-04-29,3038.0,135
Rafaelita Blaksland,Canada,Spicy Special Slims,2022-05-02,2520.0,156
Madelene Upcott,Australia,Mint Chip Choco,2022-05-02,2751.0,153
Kaine Padly,India,Milk Bars,2022-05-02,2905.0,91
Camilla Castle,Australia,Caramel Stuffed Bars,2022-05-02,3178.0,16
Andria Kimpton,Usa,Caramel Stuffed Bars,2022-05-02,8393.0,46
Gunar Cockshoot,Usa,Eclairs,2022-05-03,6916.0,42
Jehu Rudeforth,Uk,Milk Bars,2022-05-03,12068.0,227
Camilla Castle,India,85% Dark Bars,2022-05-04,9023.0,51
Jan Morforth,India,Fruit & Nut Bars,2022-05-04,2912.0,55
Beverie Moffet,Uk,Smooth Sliky Salty,2022-05-04,4403.0,76
Kelci Walkden,Australia,Drinking Coco,2022-05-04,1288.0,60
Madelene Upcott,Usa,White Choc,2022-05-04,12250.0,213
Mallorie Waber,New Zealand,After Nines,2022-05-04,483.0,228
Dennison Crosswaite,Usa,Fruit & Nut Bars,2022-05-04,1414.0,318
Barr Faughny,Usa,White Choc,2022-05-05,7420.0,163
Roddy Speechley,Australia,Mint Chip Choco,2022-05-05,6797.0,252
Rafaelita Blaksland,India,Smooth Sliky Salty,2022-05-06,1638.0,81
Curtice Advani,Canada,Eclairs,2022-05-06,721.0,203
Oby Sorrel,Australia,50% Dark Bites,2022-05-06,721.0,151
Beverie Moffet,India,Manuka Honey Choco,2022-05-06,9835.0,167
Karlen Mccaffrey,New Zealand,Eclairs,2022-05-06,2597.0,177
Dotty Strutley,New Zealand,99% Dark & Pure,2022-05-09,10724.0,203
Gigi Bohling,Usa,Peanut Butter Cubes,2022-05-09,280.0,75
Husein Augar,India,Peanut Butter Cubes,2022-05-09,4522.0,5
Brien Boise,Australia,Spicy Special Slims,2022-05-09,6223.0,256
Husein Augar,India,70% Dark Bites,2022-05-09,6454.0,157
Gunar Cockshoot,Usa,Drinking Coco,2022-05-09,3843.0,5
Roddy Speechley,New Zealand,50% Dark Bites,2022-05-09,4312.0,211
Karlen Mccaffrey,Canada,Raspberry Choco,2022-05-09,651.0,224
Beverie Moffet,Canada,Orange Choco,2022-05-10,8722.0,109
Dennison Crosswaite,Australia,Organic Choco Syrup,2022-05-10,5775.0,41
Dennison Crosswaite,Usa,Drinking Coco,2022-05-10,2191.0,138
Mallorie Waber,Usa,85% Dark Bars,2022-05-11,2632.0,108
Wilone O'Kielt,Australia,Manuka Honey Choco,2022-05-11,4284.0,94
Roddy Speechley,Canada,Choco Coated Almonds,2022-05-11,5873.0,249
Van Tuxwell,Australia,Baker'S Choco Chips,2022-05-11,13258.0,32
Ches Bonnell,Usa,70% Dark Bites,2022-05-11,4571.0,122
Kaine Padly,Uk,Peanut Butter Cubes,2022-05-11,6272.0,86
Gigi Bohling,Australia,White Choc,2022-05-11,5523.0,87
Husein Augar,Australia,White Choc,2022-05-11,3171.0,220
Andria Kimpton,Canada,After Nines,2022-05-11,2163.0,70
Roddy Speechley,Australia,Drinking Coco,2022-05-12,12565.0,102
Dennison Crosswaite,Usa,Smooth Sliky Salty,2022-05-12,11781.0,91
Gigi Bohling,India,Manuka Honey Choco,2022-05-12,4935.0,73
Dennison Crosswaite,Usa,Milk Bars,2022-05-12,777.0,60
Kaine Padly,Usa,70% Dark Bites,2022-05-12,4018.0,100
Van Tuxwell,Canada,50% Dark Bites,2022-05-12,13685.0,58
Dotty Strutley,Australia,50% Dark Bites,2022-05-12,3108.0,252
Mallorie Waber,Canada,Almond Choco,2022-05-12,4214.0,35
Karlen Mccaffrey,Usa,Orange Choco,2022-05-12,11095.0,401
Andria Kimpton,Uk,White Choc,2022-05-12,9037.0,101
Curtice Advani,New Zealand,85% Dark Bars,2022-05-12,5404.0,187
Jehu Rudeforth,Uk,Fruit & Nut Bars,2022-05-13,8589.0,229
Gunar Cockshoot,India,Spicy Special Slims,2022-05-13,6510.0,170
Oby Sorrel,New Zealand,Raspberry Choco,2022-05-13,4550.0,281
Dotty Strutley,Australia,Almond Choco,2022-05-13,1456.0,91
Marney O'Breen,Uk,Smooth Sliky Salty,2022-05-13,18991.0,88
Brien Boise,Canada,Smooth Sliky Salty,2022-05-13,5691.0,495
Van Tuxwell,India,50% Dark Bites,2022-05-13,5103.0,129
Beverie Moffet,Uk,Almond Choco,2022-05-16,2506.0,100
Marney O'Breen,Australia,Organic Choco Syrup,2022-05-16,273.0,174
Ches Bonnell,Australia,Smooth Sliky Salty,2022-05-16,7490.0,54
Gigi Bohling,New Zealand,Orange Choco,2022-05-16,8204.0,307
Jehu Rudeforth,Uk,Baker'S Choco Chips,2022-05-16,2485.0,97
Beverie Moffet,Australia,50% Dark Bites,2022-05-16,700.0,457
Gigi Bohling,Uk,Baker'S Choco Chips,2022-05-16,9023.0,409
Van Tuxwell,India,Organic Choco Syrup,2022-05-16,19929.0,174
Roddy Speechley,Usa,Milk Bars,2022-05-16,2807.0,252
Madelene Upcott,Usa,Orange Choco,2022-05-16,7742.0,138
Andria Kimpton,India,Eclairs,2022-05-16,2149.0,84
Roddy Speechley,Canada,Drinking Coco,2022-05-17,6776.0,312
Karlen Mccaffrey,Australia,Spicy Special Slims,2022-05-17,4410.0,323
Gigi Bohling,Uk,Milk Bars,2022-05-17,1365.0,232
Kaine Padly,Australia,Mint Chip Choco,2022-05-17,4403.0,159
Husein Augar,Uk,Almond Choco,2022-05-17,8309.0,166
Van Tuxwell,Australia,Caramel Stuffed Bars,2022-05-17,5936.0,59
Madelene Upcott,New Zealand,Raspberry Choco,2022-05-18,9226.0,415
Jehu Rudeforth,New Zealand,Milk Bars,2022-05-18,2478.0,188
Brien Boise,Canada,99% Dark & Pure,2022-05-18,16793.0,416
Kaine Padly,Canada,Choco Coated Almonds,2022-05-18,3164.0,164
Wilone O'Kielt,Uk,Drinking Coco,2022-05-18,3388.0,55
Beverie Moffet,New Zealand,Smooth Sliky Salty,2022-05-19,2387.0,59
Curtice Advani,Canada,Peanut Butter Cubes,2022-05-19,4935.0,63
Oby Sorrel,Canada,Eclairs,2022-05-19,6111.0,591
Camilla Castle,Australia,85% Dark Bars,2022-05-19,3654.0,14
Oby Sorrel,Usa,Almond Choco,2022-05-19,6440.0,141
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,2022-05-20,13083.0,14
Kaine Padly,Uk,Caramel Stuffed Bars,2022-05-20,10192.0,67
Camilla Castle,Usa,Raspberry Choco,2022-05-20,3339.0,18
Marney O'Breen,Usa,Raspberry Choco,2022-05-23,6069.0,151
Barr Faughny,New Zealand,85% Dark Bars,2022-05-23,2100.0,157
Andria Kimpton,Usa,Spicy Special Slims,2022-05-23,2366.0,5
Karlen Mccaffrey,India,70% Dark Bites,2022-05-23,5075.0,344
Mallorie Waber,Usa,Peanut Butter Cubes,2022-05-23,1162.0,18
Andria Kimpton,Uk,Drinking Coco,2022-05-23,1554.0,65
Curtice Advani,India,Manuka Honey Choco,2022-05-23,1547.0,170
Jan Morforth,India,99% Dark & Pure,2022-05-23,9100.0,187
Beverie Moffet,New Zealand,Organic Choco Syrup,2022-05-24,6678.0,226
Kelci Walkden,Uk,Choco Coated Almonds,2022-05-24,9506.0,212
Madelene Upcott,Uk,Choco Coated Almonds,2022-05-24,10164.0,134
Gigi Bohling,Usa,Fruit & Nut Bars,2022-05-24,2821.0,112
Barr Faughny,New Zealand,99% Dark & Pure,2022-05-24,8134.0,195
Beverie Moffet,India,Almond Choco,2022-05-24,3066.0,96
Van Tuxwell,New Zealand,85% Dark Bars,2022-05-24,1722.0,121
Brien Boise,Usa,Organic Choco Syrup,2022-05-25,16233.0,138
Beverie Moffet,Australia,Milk Bars,2022-05-25,735.0,390
Brien Boise,Australia,Choco Coated Almonds,2022-05-25,5124.0,62
Brien Boise,Uk,Almond Choco,2022-05-25,105.0,125
Roddy Speechley,New Zealand,After Nines,2022-05-25,8001.0,10
Dennison Crosswaite,Usa,Eclairs,2022-05-25,2044.0,90
Brien Boise,Uk,Spicy Special Slims,2022-05-25,2352.0,58
Jan Morforth,India,85% Dark Bars,2022-05-25,4760.0,418
Brien Boise,Usa,Mint Chip Choco,2022-05-25,10577.0,150
Camilla Castle,Uk,Mint Chip Choco,2022-05-26,4977.0,317
Kelci Walkden,Canada,Baker'S Choco Chips,2022-05-26,3073.0,302
Mallorie Waber,Uk,Drinking Coco,2022-05-27,3423.0,100
Wilone O'Kielt,Australia,After Nines,2022-05-27,3325.0,26
Brien Boise,India,Smooth Sliky Salty,2022-05-27,5964.0,26
Oby Sorrel,India,99% Dark & Pure,2022-05-27,10255.0,11
Barr Faughny,Australia,Raspberry Choco,2022-05-27,9268.0,100
Marney O'Breen,New Zealand,85% Dark Bars,2022-05-30,1218.0,149
Andria Kimpton,India,Orange Choco,2022-05-30,301.0,421
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2022-05-30,3969.0,243
Dennison Crosswaite,Uk,99% Dark & Pure,2022-05-30,12187.0,27
Marney O'Breen,Usa,After Nines,2022-05-30,4753.0,163
Brien Boise,India,Raspberry Choco,2022-05-30,6328.0,164
Ches Bonnell,Uk,Manuka Honey Choco,2022-05-30,4221.0,395
Roddy Speechley,India,Caramel Stuffed Bars,2022-05-30,8911.0,543
Kelci Walkden,Australia,Almond Choco,2022-05-30,4879.0,350
Oby Sorrel,Uk,Smooth Sliky Salty,2022-05-31,9625.0,313
Madelene Upcott,Usa,Almond Choco,2022-05-31,10143.0,24
Karlen Mccaffrey,India,Drinking Coco,2022-05-31,4795.0,233
Mallorie Waber,India,50% Dark Bites,2022-05-31,588.0,139
Roddy Speechley,India,Drinking Coco,2022-05-31,4494.0,11
Van Tuxwell,Usa,Manuka Honey Choco,2022-05-31,2317.0,102
Beverie Moffet,India,70% Dark Bites,2022-06-01,448.0,146
Karlen Mccaffrey,Canada,Fruit & Nut Bars,2022-06-02,210.0,16
Wilone O'Kielt,Canada,Smooth Sliky Salty,2022-06-02,4991.0,166
Kelci Walkden,Usa,After Nines,2022-06-02,938.0,16
Van Tuxwell,Canada,70% Dark Bites,2022-06-02,7077.0,77
Gigi Bohling,Usa,99% Dark & Pure,2022-06-02,784.0,249
Andria Kimpton,Australia,50% Dark Bites,2022-06-02,4438.0,227
Ches Bonnell,Uk,Caramel Stuffed Bars,2022-06-02,2926.0,300
Oby Sorrel,New Zealand,Spicy Special Slims,2022-06-03,1617.0,13
Gunar Cockshoot,India,Organic Choco Syrup,2022-06-03,7196.0,160
Van Tuxwell,India,Smooth Sliky Salty,2022-06-06,5376.0,38
Marney O'Breen,Uk,Orange Choco,2022-06-06,11319.0,12
Brien Boise,New Zealand,Drinking Coco,2022-06-06,1582.0,100
Kelci Walkden,India,70% Dark Bites,2022-06-06,3640.0,106
Mallorie Waber,New Zealand,85% Dark Bars,2022-06-06,7714.0,106
Van Tuxwell,Uk,Almond Choco,2022-06-06,10689.0,204
Jehu Rudeforth,India,Baker'S Choco Chips,2022-06-06,2086.0,74
Wilone O'Kielt,Usa,Choco Coated Almonds,2022-06-06,9457.0,6
Brien Boise,Australia,Fruit & Nut Bars,2022-06-06,8575.0,23
Beverie Moffet,New Zealand,Spicy Special Slims,2022-06-07,63.0,60
Oby Sorrel,Canada,Peanut Butter Cubes,2022-06-07,12425.0,167
Barr Faughny,Canada,Peanut Butter Cubes,2022-06-07,2100.0,78
Kelci Walkden,Australia,Raspberry Choco,2022-06-07,679.0,56
Ches Bonnell,Uk,Choco Coated Almonds,2022-06-07,1687.0,236
Madelene Upcott,Usa,Choco Coated Almonds,2022-06-07,5446.0,132
Andria Kimpton,Uk,Caramel Stuffed Bars,2022-06-07,7924.0,275
Dotty Strutley,Australia,Baker'S Choco Chips,2022-06-07,3605.0,68
Jehu Rudeforth,Usa,White Choc,2022-06-07,6559.0,119
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2022-06-07,2093.0,45
Kelci Walkden,India,Orange Choco,2022-06-07,9408.0,138
Curtice Advani,Uk,85% Dark Bars,2022-06-08,1085.0,172
Kaine Padly,Uk,Smooth Sliky Salty,2022-06-08,9016.0,554
Oby Sorrel,India,Spicy Special Slims,2022-06-08,11137.0,88
Beverie Moffet,India,Eclairs,2022-06-09,10325.0,147
Rafaelita Blaksland,Usa,Baker'S Choco Chips,2022-06-09,2863.0,58
Dennison Crosswaite,Australia,Milk Bars,2022-06-09,10038.0,286
Beverie Moffet,New Zealand,Mint Chip Choco,2022-06-09,4361.0,97
Kaine Padly,Australia,Milk Bars,2022-06-09,4046.0,89
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2022-06-10,9205.0,419
Roddy Speechley,India,Eclairs,2022-06-10,4382.0,303
Marney O'Breen,Uk,Manuka Honey Choco,2022-06-10,10983.0,179
Ches Bonnell,Usa,Orange Choco,2022-06-10,1743.0,69
Oby Sorrel,New Zealand,White Choc,2022-06-10,4361.0,40
Marney O'Breen,Uk,Baker'S Choco Chips,2022-06-10,252.0,154
Mallorie Waber,Canada,Caramel Stuffed Bars,2022-06-10,4844.0,539
Camilla Castle,Usa,Eclairs,2022-06-10,4515.0,392
Kaine Padly,Usa,Spicy Special Slims,2022-06-13,2107.0,175
Camilla Castle,New Zealand,Mint Chip Choco,2022-06-13,1162.0,190
Roddy Speechley,Usa,Fruit & Nut Bars,2022-06-14,5509.0,24
Wilone O'Kielt,Usa,Drinking Coco,2022-06-14,1029.0,98
Jan Morforth,Australia,50% Dark Bites,2022-06-14,3402.0,182
Marney O'Breen,Uk,50% Dark Bites,2022-06-14,2989.0,124
Van Tuxwell,New Zealand,Smooth Sliky Salty,2022-06-14,3115.0,42
Brien Boise,Canada,Raspberry Choco,2022-06-14,2800.0,45
Oby Sorrel,Usa,Milk Bars,2022-06-14,1736.0,79
Marney O'Breen,New Zealand,Smooth Sliky Salty,2022-06-14,8484.0,57
Gigi Bohling,Canada,Fruit & Nut Bars,2022-06-14,5782.0,103
Andria Kimpton,New Zealand,Orange Choco,2022-06-14,8169.0,88
Van Tuxwell,India,Almond Choco,2022-06-14,6426.0,390
Brien Boise,New Zealand,Manuka Honey Choco,2022-06-14,14980.0,42
Dennison Crosswaite,New Zealand,Manuka Honey Choco,2022-06-15,5061.0,301
Husein Augar,India,Raspberry Choco,2022-06-15,9954.0,154
Gunar Cockshoot,Australia,Fruit & Nut Bars,2022-06-15,6013.0,21
Ches Bonnell,India,Caramel Stuffed Bars,2022-06-15,6839.0,56
Brien Boise,New Zealand,70% Dark Bites,2022-06-15,7231.0,130
Marney O'Breen,Usa,50% Dark Bites,2022-06-15,1064.0,106
Brien Boise,New Zealand,White Choc,2022-06-15,5509.0,321
Mallorie Waber,Uk,Manuka Honey Choco,2022-06-15,8379.0,43
Marney O'Breen,Usa,Peanut Butter Cubes,2022-06-15,693.0,350
Van Tuxwell,Canada,Drinking Coco,2022-06-15,4900.0,709
Wilone O'Kielt,Australia,Fruit & Nut Bars,2022-06-15,392.0,102
Jan Morforth,Uk,Orange Choco,2022-06-15,3780.0,201
Dotty Strutley,New Zealand,White Choc,2022-06-15,7014.0,60
Kaine Padly,Usa,Milk Bars,2022-06-15,15491.0,58
Madelene Upcott,Australia,85% Dark Bars,2022-06-16,1575.0,329
Kelci Walkden,India,Raspberry Choco,2022-06-16,8183.0,254
Curtice Advani,Canada,Spicy Special Slims,2022-06-16,854.0,118
Oby Sorrel,Canada,Raspberry Choco,2022-06-16,1750.0,208
Gigi Bohling,Usa,Milk Bars,2022-06-16,476.0,133
Brien Boise,India,After Nines,2022-06-16,5747.0,45
Camilla Castle,New Zealand,Caramel Stuffed Bars,2022-06-17,4137.0,347
Andria Kimpton,New Zealand,Peanut Butter Cubes,2022-06-20,959.0,265
Kelci Walkden,Canada,Fruit & Nut Bars,2022-06-20,826.0,149
Dotty Strutley,Uk,70% Dark Bites,2022-06-20,1267.0,216
Beverie Moffet,Australia,Eclairs,2022-06-20,1827.0,6
Kaine Padly,Australia,Fruit & Nut Bars,2022-06-20,7434.0,85
Rafaelita Blaksland,Usa,Drinking Coco,2022-06-20,8526.0,73
Van Tuxwell,Australia,Milk Bars,2022-06-20,7910.0,87
Van Tuxwell,India,Baker'S Choco Chips,2022-06-20,3052.0,447
Curtice Advani,India,Spicy Special Slims,2022-06-20,161.0,134
Gigi Bohling,Uk,70% Dark Bites,2022-06-21,840.0,81
Gigi Bohling,India,Eclairs,2022-06-21,3493.0,68
Oby Sorrel,Australia,Milk Bars,2022-06-21,7672.0,254
Jan Morforth,Uk,White Choc,2022-06-22,8799.0,47
Roddy Speechley,India,After Nines,2022-06-22,2576.0,112
Kaine Padly,Usa,85% Dark Bars,2022-06-22,483.0,259
Kelci Walkden,New Zealand,Baker'S Choco Chips,2022-06-23,2912.0,110
Camilla Castle,Usa,50% Dark Bites,2022-06-23,5908.0,301
Dennison Crosswaite,India,99% Dark & Pure,2022-06-23,6888.0,311
Jehu Rudeforth,Canada,Orange Choco,2022-06-23,3857.0,512
Kelci Walkden,Uk,85% Dark Bars,2022-06-23,3997.0,228
